nv;Datetime;sg2_P;sg2_Q;sg2_Ep;sg2_Eq
364;2024-01-04 19:15:00;44.00222509;1.358810843;11.17094313;0.438313448
365;2024-01-04 19:30:00;45.31799101;1.815913559;11.16502701;0.39684055
366;2024-01-04 19:45:00;37.66758379;2.234527472;10.37319685;0.506305129
367;2024-01-04 20:00:00;45.85843878;2.362790994;10.44075282;0.574664808
368;2024-01-04 20:15:00;43.94113058;2.057440103;11.22494617;0.552528887
369;2024-01-04 20:30:00;41.62163575;2.039426443;10.69534579;0.512108318
370;2024-01-04 20:45:00;42.6217918;1.86869085;10.53042844;0.488514662
371;2024-01-04 21:00:00;46.70932796;2.164426987;11.16638997;0.50413973
372;2024-01-04 21:15:00;45.9445699;2.581392566;11.58173723;0.593227444
373;2024-01-04 21:30:00;47.68925669;1.447429132;11.70422832;0.503602712
374;2024-01-04 21:45:00;46.45396315;2.268534664;11.76790248;0.464495474
375;2024-01-04 22:00:00;43.91985641;2.999535594;11.29672744;0.658508782
376;2024-01-04 22:15:00;47.49512124;2.117076353;11.42687221;0.639576493
377;2024-01-04 22:30:00;47.63262808;2.305986232;11.89096867;0.552882823
378;2024-01-04 22:45:00;47.97799391;2.176351878;11.95132775;0.560292264
379;2024-01-04 23:00:00;49.01016715;2.183612542;12.12352013;0.544995552
380;2024-01-04 23:15:00;59.40205661;1.782127616;13.55152797;0.49571752
381;2024-01-04 23:30:00;62.74941644;2.640602745;15.26893413;0.552841295
382;2024-01-04 23:45:00;60.5107349;2.327204495;15.40751892;0.620975905
383;2024-01-05 00:00:00;46.85073684;2.275145976;13.42018397;0.575293809
384;2024-01-05 00:15:00;46.24946297;2.266490571;11.63752498;0.567704568
385;2024-01-05 00:30:00;46.61326075;2.222038755;11.60784047;0.561066166
386;2024-01-05 00:45:00;46.28051548;2.598372924;11.61172203;0.60255146
387;2024-01-05 01:00:00;50.29693558;2.752904026;12.07218138;0.668909619
388;2024-01-05 01:15:00;46.97461072;2.1088778;12.15894329;0.607722728
389;2024-01-05 01:30:00;46.70952181;2.559853424;11.71051657;0.583591403
390;2024-01-05 01:45:00;47.43860354;2.59984841;11.76851567;0.644962729
391;2024-01-05 02:00:00;46.28513561;3.019301032;11.71546739;0.70239368
392;2024-01-05 02:15:00;46.54244855;2.620775684;11.60344802;0.705009589
393;2024-01-05 02:30:00;47.51393107;3.019281644;11.75704745;0.705007166
394;2024-01-05 02:45:00;61.2100804;2.099594247;13.59050143;0.639859486
395;2024-01-05 03:00:00;64.27469435;2.654419324;15.68559684;0.594251696
396;2024-01-05 03:15:00;61.83278465;2.474334187;15.76343488;0.641094189
397;2024-01-05 03:30:00;47.79623858;2.584033525;13.7036279;0.632295964
398;2024-01-05 03:45:00;48.5474951;2.402284154;12.04296671;0.62328971
399;2024-01-05 04:00:00;46.61662167;2.416725985;11.8955146;0.602376267
400;2024-01-05 04:15:00;47.7369047;2.451625796;11.7941908;0.608543973
401;2024-01-05 04:30:00;46.36745093;1.902222642;11.76304445;0.544231055
402;2024-01-05 04:45:00;48.82783008;2.981791379;11.89941013;0.610501753
